date,headline,section,url,word_count
2015-09-01,Live and Kicking: Soccer Games to Watch,Sports,http://www.nytimes.com/2015/09/01/sports/soccer/live-and-kicking-soccer-games-to-watch.html,437
2015-09-01,"With No Settlement, Judge Will Decide Tom Brady’s Case",Sports,http://www.nytimes.com/2015/09/01/sports/nfl-and-tom-brady-fail-to-reach-settlement.html,551
2015-08-31,Tennis Fans Excited for U.S. Open,Sports,http://www.nytimes.com/video/sports/100000003883829/tennis-fans-excited-for-us-open.html,25
2015-08-31,Mediator on Failed Brady Talks,Sports,http://www.nytimes.com/video/sports/100000003883625/mediator-on-failed-brady-talks.html,30
2015-08-31,Home-Field Advantage Takes a Premier League Beating,Sports,http://www.nytimes.com/2015/08/31/sports/soccer/home-field-advantage-takes-a-premier-league-beating.html,932
2015-08-31,Dodgers (Again) Victims of a No-Hitter,Sports,http://www.nytimes.com/2015/08/31/sports/baseball/dodgers-again-victims-of-a-no-hitter.html,560
2015-08-31,First L.P.G.A. Win for Veteran Kris Tamulis,Sports,http://www.nytimes.com/2015/08/31/sports/golf/first-lpga-win-for-veteran-kris-tamulis.html,175
2015-08-31,Washington Coach Keeps Quiet on Starter,Sports,http://www.nytimes.com/2015/08/31/sports/football/washington-coach-keeps-quiet-on-starter.html,75
2015-08-31,Team New Zealand Wins Stop in America’s Cup World Series,Sports,http://www.nytimes.com/2015/08/31/sports/team-new-zealand-wins-stop-in-americas-cup-world-series.html,74
2015-08-31,Japan Caps Strong Showing at Judo Worlds,Sports,http://www.nytimes.com/2015/08/31/sports/japan-caps-strong-showing-at-judo-worlds.html,33
2015-08-31,Dutchman Claims Vuelta Lead,Sports,http://www.nytimes.com/2015/08/31/sports/cycling/dutchman-claims-vuelta-lead.html,92
2015-08-31,Derek Holland Strikes Out 11 as Rangers Blank Orioles,Sports,http://www.nytimes.com/2015/08/31/sports/baseball/derek-holland-strikes-out-11-as-rangers-blank-orioles.html,514
2015-08-31,Red Bulls Outdo a Rival and Climb the Standings,Sports,http://www.nytimes.com/2015/08/31/sports/red-bulls-outdo-a-rival-and-climb-the-standings.html,790
2015-08-31,"Shedding Underachiever Label, Jason Day Wins Again and Has FedEx Cup in Sight",Sports,http://www.nytimes.com/2015/08/31/sports/golf/shedding-underachiever-label-jason-day-wins-again-and-has-fedex-cup-in-sight.html,1042
2015-08-31,A Somber Conclusion for IndyCar,Sports,http://www.nytimes.com/2015/08/31/sports/autoracing/a-somber-conclusion-for-indycar.html,606
2015-08-31,Yankees Bombard Braves With 21 Hits and Finish Three-Game Sweep,Sports,http://www.nytimes.com/2015/08/31/sports/baseball/yankees-bombard-braves-with-21-hits-and-finish-three-game-sweep.html,852
2015-08-31,What’s Real in Track? It’s Hard to Know,Sports,http://www.nytimes.com/2015/08/31/sports/whats-real-in-track-its-hard-to-know.html,1049
2015-08-31,Baseball’s Quirkiest Corners Make Life Interesting for Third-Base Coaches,Sports,http://www.nytimes.com/2015/08/31/sports/baseball/baseballs-quirkiest-corners-make-life-interesting-for-third-base-coaches.html,1420
2015-08-31,Braves Honor Fan Who Died in Fall,Sports,http://www.nytimes.com/2015/08/31/sports/baseball/braves-honor-fan-who-died-in-fall.html,841
2015-08-31,Jets’ Leonard Williams Expected for Opener After Test Reveals a Strain,Sports,http://www.nytimes.com/2015/08/31/sports/baseball/jets-leonard-williams-expected-for-opener-after-test-reveals-a-strain.html,613
2015-08-31,Tom Coughlin Has Sober Appraisal of Giants’ Readiness,Sports,http://www.nytimes.com/2015/08/31/sports/football/tom-coughlin-has-sober-appraisal-of-giants-readiness.html,507
2015-08-31,"It’s Hard to Foretell a Brady Ruling, if There Is One",Sports,http://www.nytimes.com/2015/08/31/sports/football/looking-for-clues-on-how-decision-will-swing-for-tom-brady.html,684
2015-08-31,"Roma Drops Juventus to 0-2, Suggesting a Change in Italy ",Sports,http://www.nytimes.com/2015/08/31/sports/soccer/roma-drops-juventus-to-0-2-suggesting-a-change-in-italy.html,539
2015-08-31,Fernando Valenzuela Quietly Affirms His Status as a U.S. Citizen,Sports,http://www.nytimes.com/2015/08/31/sports/baseball/fernando-valenzuela-quietly-affirms-his-status-as-a-us-citizen.html,1023
2015-08-31,Lonely Feeling for 86th-Ranked Tennis Player Selected to Face Serena Williams,Sports,http://www.nytimes.com/2015/08/31/sports/tennis/lonely-feeling-for-86th-ranked-tennis-player-selected-to-face-serena-williams.html,745
2015-08-31,"Tokyo Digs Out of Hole, Then Piles On for Little League Title",Sports,http://www.nytimes.com/2015/08/31/sports/baseball/tokyo-digs-out-of-hole-then-piles-on-for-the-title.html,283
2015-08-31,"Grand Slam Dominance: Serena Williams, in Three Charts",Sports,http://www.nytimes.com/interactive/2015/08/31/sports/tennis/grand-slam-dominance-serena-williams-in-three-charts.html,
2015-08-31,Covering Serena Williams Through the Years,Sports,http://www.nytimes.com/2015/08/31/sports/covering-serena-williams-through-the-years.html,903
2015-08-31,"In Marriage, Andy Murray Finds an Escape From Tennis",Sports,http://www.nytimes.com/2015/08/31/sports/tennis/in-marriage-andy-murray-finds-an-escape-from-tennis.html,1002
2015-08-31,Maria Sharapova Withdraws From the U.S. Open,Sports,http://www.nytimes.com/2015/08/31/sports/tennis/maria-sharapova-withdraws-from-the-us-open.html,697
2015-08-31,Manchester United Sputters as Wayne Rooney Struggles to Ignite,Sports,http://www.nytimes.com/2015/08/31/sports/soccer/for-wayne-rooney-and-manchester-united-scoring-remains-a-problem.html,1183
2015-08-31,What’s New at the U.S. Open? Start at the Top,Sports,http://www.nytimes.com/2015/08/31/sports/tennis/whats-new-at-the-us-open-start-at-the-top.html,382
2015-08-31,"Supplanting CBS and Tennis Channel, ESPN Empire Will Show All U.S. Open Matches",Sports,http://www.nytimes.com/2015/08/31/sports/tennis/supplanting-cbs-and-tennis-channel-espn-empire-will-show-all-us-open-matches.html,883
2015-08-31,The Stress of the Slam,Sports,http://www.nytimes.com/2015/08/31/sports/tennis/the-stress-of-the-tennis-grand-slam.html,1309
2015-08-31,Tennis Players Are Helped by Products (at Least They Think So),Sports,http://www.nytimes.com/2015/08/31/sports/tennis-players-are-helped-by-products-at-least-they-think-so.html,899
2015-08-31,Mets Hang On to Edge the Red Sox,Sports,http://www.nytimes.com/2015/08/31/sports/baseball/mets-hang-on-to-edge-the-red-sox.html,864
2015-08-31,"4x400 Relay Offers Bright Moment, but U.S. No Longer Dazzles",Sports,http://www.nytimes.com/2015/08/31/sports/4x400-relay-gives-us-a-gold-but-doesnt-change-bottom-line.html,1401
2015-08-31,"Battling Arm Injuries, a Tennis Player Changes ... Hands",Sports,http://www.nytimes.com/2015/08/31/sports/tennis/battling-arm-injuries-a-tennis-player-changes-hands.html,1665
2015-08-31,"After American Pharoah Is Dethroned, Baffert Has Plan to Cement His Place",Sports,http://www.nytimes.com/2015/08/31/sports/after-american-pharoahs-close-loss-bob-baffert-has-plan-for-redemption.html,773
2015-08-31,"Before Saying Farewell at U.S. Open, Mardy Fish Intends to Stay for a While",Sports,http://www.nytimes.com/2015/08/31/sports/tennis/before-saying-farewell-at-us-open-mardy-fish-intends-to-stay-for-a-while.html,1301
2015-08-31,Williams Sisters Leave an Impact That’s Unmatched,Sports,http://www.nytimes.com/2015/08/31/sports/tennis/venus-and-serena-williams-have-a-lasting-impact.html,2496
2015-08-30,Fantasy Football: Tiered Player Ranking Charts,Sports,http://www.nytimes.com/interactive/sports/football/2013-fantasy-football-tier-charts-QB.html,11
2015-08-30,American Leads in Alabama as Sun Sets,Sports,http://www.nytimes.com/2015/08/30/sports/golf/american-leads-in-alabama-as-sun-sets.html,189
2015-08-30,Wales Tops Ireland in World Cup Tune-Up,Sports,http://www.nytimes.com/2015/08/30/sports/rugby/wales-tops-ireland-in-world-cup-tune-up.html,46
2015-08-30,Frenchman Wins World Judo Championship,Sports,http://www.nytimes.com/2015/08/30/sports/frenchman-wins-world-judo-championship.html,81
2015-08-30,Little League World Series Final Is Set,Sports,http://www.nytimes.com/2015/08/30/sports/baseball/little-league-world-series-final-is-set.html,62
2015-08-30,Stewart’s Response to Lawsuit Is Criticized,Sports,http://www.nytimes.com/2015/08/30/sports/autoracing/stewarts-response-to-lawsuit-is-criticized.html,126
2015-08-30,Belgian in Coma After Crash at Vuelta,Sports,http://www.nytimes.com/2015/08/30/sports/cycling/belgian-in-coma-after-crash-at-vuelta.html,78
2015-08-30,Sailor Falls Ill After Rio Event,Sports,http://www.nytimes.com/2015/08/30/sports/sailor-falls-ill-after-rio-event.html,76
2015-08-30,Ohio Team Recovers From Helmet Theft,Sports,http://www.nytimes.com/2015/08/30/sports/football/ohio-team-recovers-from-helmet-theft.html,102
2015-08-30,Lucrative Catch for a Tennessee Man,Sports,http://www.nytimes.com/2015/08/30/sports/lucrative-catch-for-a-tennessee-man.html,54
2015-08-30,Pete Rose to Speak at Miami University,Sports,http://www.nytimes.com/2015/08/30/sports/baseball/pete-rose-to-speak-at-miami-university.html,59
2015-08-30,Illinois to Broadcast Games in Chinese,Sports,http://www.nytimes.com/2015/08/30/sports/ncaafootball/illinois-to-broadcast-games-in-chinese.html,70
2015-08-30,Playoff-Bound Liberty Collect 20th Win,Sports,http://www.nytimes.com/2015/08/30/sports/basketball/playoff-bound-liberty-collect-20th-win.html,140
2015-08-30,Fan Dies After Falling From Upper Deck at Atlanta’s Turner Field,Sports,http://www.nytimes.com/2015/08/30/sports/baseball/fan-dies-after-falling-from-upper-deck-at-atlantas-turner-field.html,496
2015-08-30,Giants Have Rough Night but See a Sliver of Hope,Sports,http://www.nytimes.com/2015/08/30/sports/football/giants-see-a-sliver-of-hope-during-a-shattered-night.html,902
2015-08-30,Luis Severino’s Strong Outing Carries Yankees to Victory,Sports,http://www.nytimes.com/2015/08/30/sports/baseball/luis-severinos-strong-outing-carries-yankees-to-victory.html,328
2015-08-30,Ryan Fitzpatrick Finds Rhythm as Jets’ Offense Shows a Pulse,Sports,http://www.nytimes.com/2015/08/30/sports/football/ryan-fitzpatrick-and-jets-make-strides-but-have-long-way-to-go.html,1017
2015-08-30,Edwin Encarnacion Drives In Nine as Blue Jays Pound Tigers,Sports,http://www.nytimes.com/2015/08/30/sports/baseball/mlb-roundup.html,403
2015-08-30,Andrelton Simmons and Didi Gregorius Share Journey: Small Island to Big Leagues,Sports,http://www.nytimes.com/2015/08/30/sports/baseball/shortstops-andrelton-simmons-and-didi-gregorius-share-journey-small-island-to-big-leagues.html,862
2015-08-30,Michael Vick Is Sharp in His Steelers Debut,Sports,http://www.nytimes.com/2015/08/30/sports/football/nfl-preseason-roundup.html,602
2015-08-30,Ryan Palmer Plays On Despite a Painful Loss,Sports,http://www.nytimes.com/2015/08/30/sports/golf/ryan-palmer-plays-on-despite-a-painful-loss.html,916
2015-08-30,New York City F.C. Stumbles as Crew Move Into Second,Sports,http://www.nytimes.com/2015/08/30/sports/soccer/new-york-city-fc-stumbles-as-crew-move-into-second.html,125
2015-08-30,Torpor Overtakes the Mets in a Second Straight Loss at Home,Sports,http://www.nytimes.com/2015/08/30/sports/baseball/jacob-degroms-strong-start-sputters-and-the-mets-bats-falter.html,798
2015-08-30,Kevin Anderson Captures Title and Ends Long Drought,Sports,http://www.nytimes.com/2015/08/30/sports/tennis/connecticut-open-and-winston-salem-open-roundup.html,281
2015-08-30,Keen Ice Defeats American Pharoah at Travers Stakes ,Sports,http://www.nytimes.com/2015/08/30/sports/keen-ice-defeats-american-pharoah-at-travers-stakes.html,968
2015-08-30,American Pharoah Is Calm Amid the Saratoga Storm,Sports,http://www.nytimes.com/2015/08/30/sports/american-pharoah-is-calm-amid-the-saratoga-storm.html,954
2015-08-30,Players Turning to Yoga as a Way to Stay in Shape,Sports,http://www.nytimes.com/2015/08/30/sports/football/players-turning-to-yoga-as-a-way-to-stay-in-shape.html,609
2015-08-30,Vikings Counting on Teddy Bridgewater to Take Command,Sports,http://www.nytimes.com/2015/08/30/sports/football/vikings-counting-on-their-quiet-man-at-quarterback-to-take-command.html,838
2015-08-30,Chris Petersen Expected to Be Welcomed in Return to Boise State,Sports,http://www.nytimes.com/2015/08/30/sports/ncaafootball/in-return-to-boise-state-former-coach-is-expected-to-be-welcomed-warmly.html,858
2015-08-30,Chelsea Falters at Home; Manchester City Breaks Club Record,Sports,http://www.nytimes.com/2015/08/30/sports/soccer/chelsea-falters-at-home-manchester-city-breaks-club-record.html,627
2015-08-30,"With Rap Music and a Chopper, Texas A&amp;M’s Kevin Sumlin Is a Cool Customer",Sports,http://www.nytimes.com/2015/08/30/sports/ncaafootball/with-rap-music-and-a-chopper-texas-ams-kevin-sumlin-is-a-cool-customer.html,975
2015-08-30,Letters to the Editor,Sports,http://www.nytimes.com/2015/08/30/sports/letters-to-the-editor.html,502
2015-08-30,Any Plans for New Year&#8217;s Eve? The College Football Playoff Has Some ,Sports,http://www.nytimes.com/2015/08/30/sports/any-plans-for-new-years-eve-the-college-football-playoff-has-some.html,947
2015-08-30,Players’ Names Spawn a Mouthful of Errors,Sports,http://www.nytimes.com/2015/08/30/sports/tennis/biggest-hits-on-the-court-surnames-absorb-their-share.html,1036
2015-08-30,"In Sharing Baseball&#8217;s Joys, Mourning Something Lost",Sports,http://www.nytimes.com/2015/08/30/sports/baseball/in-sharing-baseballs-joys-mourning-something-lost.html,1489
2015-08-30,Ashton Eaton’s Record Moment for U.S. Is Tempered by Error in 4x100 Relay,Sports,http://www.nytimes.com/2015/08/30/sports/usain-bolt-wins-again-in-relay-bad-handoff-disqualifies-us-world-championships.html,1322
2015-08-30,"Mets Find Lineup Solutions in a Single, Mysterious Chart",Sports,http://www.nytimes.com/2015/08/30/sports/baseball/mets-find-lineup-solutions-in-a-single-mysterious-chart.html,846
2015-08-30,Swansea City’s Garry Monk Rises in Premier League,Sports,http://www.nytimes.com/2015/08/30/sports/from-old-player-to-young-manager-swansea-citys-garry-monk-rises-in-premier-league.html,1226
2015-08-30,Texas Rangers Rise After a Trip to the Woodshed,Sports,http://www.nytimes.com/2015/08/30/sports/baseball/texas-rangers-rise-after-a-trip-to-the-woodshed.html,1541
2015-08-30,"A Passion for Hurling, the All-Ireland Game",Sports,http://www.nytimes.com/2015/08/30/sports/a-passion-for-hurling-the-all-ireland-game.html,2115
2015-08-30,A Great Night for Hurling,Sports,http://www.nytimes.com/slideshow/2015/08/30/sports/a-great-night-for-hurling.html,31
2015-08-29,In Case You Missed It: Top Articles of the Week,Sports,http://www.nytimes.com/interactive/2015/08/29/sports/30mostviewed.html,
2015-08-29,Inside-the-Park Homer Brings Mets’ 7-Game Winning Streak to an End,Sports,http://www.nytimes.com/2015/08/29/sports/baseball/inside-the-park-homer-brings-mets-seven-game-streak-to-an-end.html,852
2015-08-29,Charge Against Titans Player Reduced,Sports,http://www.nytimes.com/2015/08/29/sports/football/charge-against-titans-player-reduced.html,83
2015-08-29,"With Two Big Bats Out of Lineup, Yanks Still Feast on Subpar Pitching",Sports,http://www.nytimes.com/2015/08/29/sports/baseball/with-two-big-bats-out-of-lineup-yanks-still-feast-on-subpar-pitching.html,972
2015-08-29,Liberty Clinch a Playoff Berth,Sports,http://www.nytimes.com/2015/08/29/sports/basketball/liberty-clinch-a-playoff-berth.html,107
2015-08-29,Qualifier Advances at Winston-Salem,Sports,http://www.nytimes.com/2015/08/29/sports/tennis/qualifier-advances-at-winston-salem.html,76
2015-08-29,Yani Tseng Leads by One in Alabama,Sports,http://www.nytimes.com/2015/08/29/sports/golf/yani-tseng-leads-by-one-in-alabama.html,52
2015-08-29,Tony Stewart Responds to Negligence Suit,Sports,http://www.nytimes.com/2015/08/29/sports/autoracing/tony-stewart-responds-to-negligence-suit.html,103
2015-08-29,Los Angeles Bid Remains Unsettled,Sports,http://www.nytimes.com/2015/08/29/sports/olympics/los-angeles-bid-remains-unsettled.html,97
2015-08-29,Jets’ New Practice Drill Leads to a Few Dings. Of a Bell.,Sports,http://www.nytimes.com/2015/08/29/sports/football/new-drill-leaves-the-jets-with-a-few-dings.html,1036
2015-08-29,Robert Griffin III Out With Concussion as the Redskins Reverse Call,Sports,http://www.nytimes.com/2015/08/29/sports/football/robert-griffin-iii-and-nfl-training-camp-roundup.html,569
2015-08-29,U.S. Open Qualifiers Brave a Gantlet Into the Main Draw,Sports,http://www.nytimes.com/2015/08/29/sports/tennis/us-open-qualifiers-brave-a-gantlet-into-the-main-draw.html,638
2015-08-29,Angels Lose Ground as Indians Get a Win,Sports,http://www.nytimes.com/2015/08/29/sports/baseball/mlb-roundup.html,515
2015-08-29,Mets Set Team Home Run Records in an August to Remember,Sports,http://www.nytimes.com/2015/08/29/sports/baseball/mets-set-team-home-run-records-in-an-august-to-remember.html,886
2015-08-29,Tony Finau’s Unorthodox Path to Tour Success,Sports,http://www.nytimes.com/2015/08/29/sports/golf/tony-finaus-unorthodox-path-to-tour-success.html,994
2015-08-29,American Pharoah Awes Saratoga Springs on Eve of Travers,Sports,http://www.nytimes.com/2015/08/29/sports/american-pharoah-awes-saratoga-springs-on-eve-of-travers.html,828
2015-08-29,Illinois Fires Coach Tim Beckman One Week Before Season Opener,Sports,http://www.nytimes.com/2015/08/29/sports/illinois-fires-coach-tim-beckman-one-week-before-season-opener.html,458
2015-08-29,"Days Before Kidney Transplant, Aries Merritt Wins Bronze in Hurdles",Sports,http://www.nytimes.com/2015/08/29/sports/days-before-kidney-transplant-aries-merritt-wins-bronze-in-hurdles.html,1247
2015-08-29,"Al Arbour, Coach of Islanders’ 1980s Dynasty, Dies at 82",Sports,http://www.nytimes.com/2015/08/29/sports/hockey/al-arbour-coach-of-islanders-1980s-dynasty-dies-at-82.html,1068
2015-08-29,"Fans in Cary, N.C., Protest as FIFA Scandal Hits Their Little Home Team",Sports,http://www.nytimes.com/2015/08/29/sports/soccer/fans-in-cary-nc-protest-as-fifa-scandal-hits-their-little-home-team.html,1619
2015-08-29,"Human Obstacle Surprises Horse, Ends Ireland’s Olympics Bid",Sports,http://www.nytimes.com/2015/08/29/sports/olympics/human-obstacle-surprises-horse-ends-irelands-olympics-bid.html,641
2015-08-29,Young Tennis Players Struggle to Break Through on Pro Tours,Sports,http://www.nytimes.com/2015/08/29/sports/tennis/young-tennis-players-struggle-to-break-through-on-pro-tours.html,1688
2015-08-28,"With Nine Unanswered Runs, Mets Finish Sweep ",Sports,http://www.nytimes.com/2015/08/28/sports/baseball/with-nine-unanswered-runs-mets-finish-sweep.html,819
2015-08-28,Mexico in International Title Game at Little League World Series,Sports,http://www.nytimes.com/2015/08/28/sports/baseball/mexico-in-international-title-game-at-little-league-world-series.html,68
2015-08-28,Esteban Chaves Wins and Moves Into Lead of Vuelta a España,Sports,http://www.nytimes.com/2015/08/28/sports/cycling/esteban-chaves-wins-and-moves-into-lead-of-vuelta-a-espana.html,49
2015-08-28,A Surprising Run Continues,Sports,http://www.nytimes.com/2015/08/28/sports/tennis/a-surprising-run-continues.html,181
2015-08-28,Lionel Messi Is Voted UEFA’s Best Player,Sports,http://www.nytimes.com/2015/08/28/sports/soccer/lionel-messi-is-voted-uefas-best-player.html,48
2015-08-28,Lang Leads in L.P.G.A. Event,Sports,http://www.nytimes.com/2015/08/28/sports/golf/lang-leads-in-lpga-event.html,55
2015-08-28,Mike Richards Faces Drug Charge,Sports,http://www.nytimes.com/2015/08/28/sports/hockey/mike-richards-faces-drug-charge.html,105
2015-08-28,Jets Sign the Veteran Quarterback Josh Johnson,Sports,http://www.nytimes.com/2015/08/28/sports/football/jets-sign-the-veteran-quarterback-josh-johnson.html,229
2015-08-28,Birdie on Last Regulation Hole Leads to Playoff and Metropolitan Title ,Sports,http://www.nytimes.com/2015/08/28/sports/golf/birdie-on-last-regulation-hole-leads-to-playoff-and-metropolitan-title.html,688
2015-08-28,Rangers End Blue Jays&#8217; Winning Streak; Homers Power Giants Past Cubs ,Sports,http://www.nytimes.com/2015/08/28/sports/baseball/rangers-end-blue-jays-winning-streak-homers-power-giants-past-cubs.html,745
2015-08-28,"Wary of Crowds, Bubba Watson Finds Himself in One Atop the Barclays Leaderboard",Sports,http://www.nytimes.com/2015/08/28/sports/golf/wary-of-crowds-bubba-watson-finds-himself-in-one-atop-the-barclays-leaderboard.html,907
2015-08-28,Robert Griffin III Says He Doesn’t Know if He Had a Concussion,Sports,http://www.nytimes.com/2015/08/28/sports/football/robert-griffin-iii-says-he-doesnt-know-if-he-had-a-concussion.html,673
2015-08-28,"Lou Tsioropoulos, Basketball Champion, Dies at 84",Sports,http://www.nytimes.com/2015/08/28/sports/basketball/lou-tsioropoulos-basketball-champion-dies-at-84.html,409
2015-08-28,Jessica Mendoza to Replace Curt Schilling for ESPN Broadcast,Sports,http://www.nytimes.com/2015/08/28/sports/baseball/jessica-mendoza-to-replace-curt-schilling-for-espn-broadcast.html,306
2015-08-28,"Darryl Dawkins, Lovable N.B.A. Figure and Fierce Dunker, Dies at 58",Sports,http://www.nytimes.com/2015/08/28/sports/basketball/darryl-dawkins-nbas-lovable-chocolate-thunder-dies-at-58.html,991
2015-08-28,"Eric Cancel, an Apprentice Jockey at Saratoga, Listens and Learns",Sports,http://www.nytimes.com/2015/08/28/sports/eric-cancel-an-apprentice-jockey-at-saratoga-listens-and-learns.html,1033
2015-08-28,Fines for College Football Players? Not So Fast,Sports,http://www.nytimes.com/2015/08/28/sports/ncaafootball/fines-for-college-football-players-not-so-fast.html,359
2015-08-28,Champions League Draw: Manchester City in Tough Group With Juventus,Sports,http://www.nytimes.com/2015/08/28/sports/soccer/manchester-city-drawn-with-juventus-in-champions-league.html,648
